1494611033.0341,1494611033.205883
1494611033.928663,1494611034.007309
1494611035.932573,1494611036.114135
1494611037.082266,1494611037.317333
1494611042.149862,1494611042.332611
1494611043.04107,1494611043.169756
1494611044.242108,1494611044.381278
1494611046.199494,1494611046.343992
1494611046.409739,1494611046.561943
1494611047.360479,1494611047.512512
1494611049.611355,1494611049.751924
1494611050.298207,1494611050.457274
1494611050.404147,1494611050.575716
1494611050.61529,1494611050.686852
1494611052.732989,1494611052.894715
1494611053.150134,1494611053.278328
1494611057.630685,1494611057.801947
1494611060.275869,1494611060.412411
1494611062.609,1494611062.765491
1494611063.082029,1494611063.226367
1494611067.910901,1494611068.047934
1494611071.290567,1494611071.431136
1494611071.396828,1494611071.549689
1494611073.611103,1494611073.768379
1494611074.303756,1494611074.474131
1494611079.428014,1494611079.577288
1494611080.964955,1494611081.100803
1494611081.177317,1494611081.317752
1494611083.230452,1494611083.368732
