1494611178.89295,1494611179.03836
1494611180.858923,1494611180.986016
1494611182.627082,1494611182.776638
1494611185.548819,1494611185.696785
1494611188.456903,1494611188.589568
1494611189.035949,1494611189.163199
1494611193.799284,1494611193.944172
1494611195.012157,1494611195.147509
1494611196.432785,1494611196.520766
1494611201.350796,1494611201.506157
1494611205.876642,1494611206.002229
1494611206.559355,1494611206.706039
1494611207.340423,1494611207.430472
1494611208.286007,1494611208.44505
1494611209.919195,1494611210.08861
1494611210.812056,1494611210.916218
1494611214.870818,1494611215.014667
1494611215.08064,1494611215.262063
1494611216.55141,1494611216.680208
1494611219.150877,1494611219.279698
