1494611306.809295,1494611306.944675
1494611309.128778,1494611309.287743
1494611312.269438,1494611312.428074
1494611312.693307,1494611312.827121
1494611314.317862,1494611314.456708
1494611317.096484,1494611317.242261
1494611318.357851,1494611318.530328
1494611318.625567,1494611318.762333
1494611321.731712,1494611321.863873
1494611333.855204,1494611333.989128
1494611340.440302,1494611340.56761
1494611341.224233,1494611341.33688
1494611342.236801,1494611342.389054
1494611342.558574,1494611342.722414
1494611342.978664,1494611343.057571
