1494612006.602872,1494612006.739216
1494612011.356896,1494612011.505909
1494612013.268636,1494612013.4126
1494612013.428663,1494612013.552572
1494612015.015872,1494612015.197336
1494612016.008688,1494612016.140683
1494612019.648434,1494612019.794621
1494612022.532554,1494612022.681841
1494612024.01429,1494612024.140365
1494612025.18717,1494612025.369403
1494612025.607172,1494612025.725121
1494612025.767604,1494612025.938946
1494612028.25245,1494612028.437114
1494612030.995107,1494612031.159507
1494612031.569325,1494612031.709569
1494612033.993897,1494612034.147614
1494612037.587628,1494612037.66344
1494612038.885605,1494612039.022985
1494612039.090514,1494612039.234194
1494612039.411365,1494612039.527303
1494612039.932234,1494612040.069371
1494612042.574557,1494612042.703302
1494612044.906769,1494612045.038011
1494612046.07611,1494612046.207211
1494612046.975203,1494612047.079527
1494612047.664072,1494612047.784057
1494612047.821699,1494612047.999014
1494612052.306096,1494612052.396793
1494612056.081807,1494612056.234982
1494612057.72791,1494612057.900242
1494612058.041038,1494612058.137858
1494612058.306835,1494612058.502748
